"start_year","start_month","start_day","end_year","end_month","end_day","latitude","longitude","end_date","start_date","days_between","num_earthquakes_before_erupt","exp_num_earthquakes_before_erupt"
2004,11,30,2004,12,9,34.094,139.526,2004-12-09,2004-11-30,9,1,0.367879441171442
2004,11,24,2004,12,25,-5.525,148.42,2004-12-25,2004-11-24,31,3,0.149361205103592
2004,11,14,2004,11,14,-53.03,72.6,2004-11-14,2004-11-14,0,0,0
2004,11,7,2006,3,16,-0.077,-77.656,2006-03-16,2004-11-07,494,0,0
2004,11,5,2005,1,29,12.606,-86.84,2005-01-29,2004-11-05,85,3,0.149361205103592
2004,11,1,2004,11,4,64.416,-17.316,2004-11-04,2004-11-01,3,0,0
2004,10,24,2009,12,12,-4.08,145.037,2009-12-12,2004-10-24,1875,5,0.0336897349954273
2004,10,23,2020,4,17,29.638,129.714,2020-04-17,2004-10-23,5655,1,0.367879441171442
2004,10,18,2004,12,27,1.112,124.737,2004-12-27,2004-10-18,70,2,0.270670566473225
2004,10,1,2004,10,5,-8.42,116.47,2004-10-05,2004-10-01,4,1,0.367879441171442
2004,10,1,2008,1,27,46.2,-122.18,2008-01-27,2004-10-01,1213,0,0
2004,9,16,2004,9,16,-16.507,168.346,2004-09-16,2004-09-16,0,1,0.367879441171442
2004,9,15,2004,9,15,56.056,160.642,2004-09-15,2004-09-15,0,2,0.270670566473225
2004,9,7,2005,3,8,37.748,14.999,2005-03-08,2004-09-07,182,1,0.367879441171442
2004,9,1,2004,12,9,36.406,138.523,2004-12-09,2004-09-01,99,0,0
2004,8,5,2004,8,5,-0.38,100.474,2004-08-05,2004-08-05,0,1,0.367879441171442
2004,8,5,2007,12,24,-39.42,-71.93,2007-12-24,2004-08-05,1236,0,0
2004,7,29,2004,7,30,-37.42,-12.48,2004-07-30,2004-07-29,1,0,0
2004,7,20,2004,7,20,48.98,153.48,2004-07-20,2004-07-20,0,1,0.367879441171442
2004,7,19,2005,9,11,14.382,-90.601,2005-09-11,2004-07-19,419,5,0.0336897349954273
2004,7,16,2005,2,7,1.22,-77.37,2005-02-07,2004-07-16,206,0,0
2004,7,4,2004,7,4,11.985,-86.165,2004-07-04,2004-07-04,0,2,0.270670566473225
2004,7,3,2004,9,16,-8.676,122.455,2004-09-16,2004-07-03,75,1,0.367879441171442
2004,6,24,2004,6,24,-46.9,37.75,2004-06-24,2004-06-24,0,0,0
2004,6,22,2004,10,24,-1.697,101.264,2004-10-24,2004-06-22,124,2,0.270670566473225
2004,6,8,2004,6,24,-7.942,112.95,2004-06-24,2004-06-08,16,0,0
2004,6,6,2004,6,8,24.751,141.289,2004-06-08,2004-06-06,2,0,0
2004,6,3,2004,9,12,13.257,123.685,2004-09-12,2004-06-03,101,0,0
2004,6,2,2004,8,16,3.689,125.447,2004-08-16,2004-06-02,75,1,0.367879441171442
2004,5,26,2004,5,26,19.023,-98.622,2004-05-26,2004-05-26,0,0,0
2004,5,16,2005,2,22,1.488,127.63,2005-02-22,2004-05-16,282,7,0.00638317375888161
2004,5,8,2004,5,28,-1.408,29.2,2004-05-28,2004-05-08,20,2,0.270670566473225
2004,5,2,2004,10,16,-21.244,55.708,2004-10-16,2004-05-02,167,0,0
2004,4,15,2004,10,8,-8.119,114.056,2004-10-08,2004-04-15,176,1,0.367879441171442
2004,4,12,2004,4,14,-5.05,151.33,2004-04-14,2004-04-12,2,13,2.93842822907537e-05
2004,4,12,2005,9,3,16.35,145.67,2005-09-03,2004-04-12,509,1,0.367879441171442
2004,4,2,2005,8,5,2.781,125.407,2005-08-05,2004-04-02,490,1,0.367879441171442
2004,3,31,2004,3,31,12.606,-86.84,2004-03-31,2004-03-31,0,1,0.367879441171442
2004,3,19,2014,10,18,-19.75,-175.07,2014-10-18,2004-03-19,3865,0,0
2004,3,5,2004,10,16,30.793,130.305,2004-10-16,2004-03-05,225,0,0
2004,3,3,2004,5,2,16.72,-62.18,2004-05-02,2004-03-03,60,0,0
2004,2,25,2004,4,19,43.418,142.686,2004-04-19,2004-02-25,54,0,0
2004,2,24,2004,2,24,-5.576,150.516,2004-02-24,2004-02-24,0,9,0.00111068823678012
2004,2,17,2004,7,16,54.756,-163.97,2004-07-16,2004-02-17,150,0,0
2004,2,16,2004,9,5,56.17,-159.38,2004-09-05,2004-02-16,202,0,0
2004,2,16,2004,2,24,-16.68,168.37,2004-02-24,2004-02-16,8,5,0.0336897349954273
2004,2,12,2004,2,14,37.748,14.999,2004-02-14,2004-02-12,2,0,0
2004,1,29,2004,2,5,-8.676,122.455,2004-02-05,2004-01-29,7,0,0
2004,1,20,2004,1,27,-5.525,148.42,2004-01-27,2004-01-20,7,3,0.149361205103592
2004,1,14,2005,2,16,55.972,160.595,2005-02-16,2004-01-14,399,1,0.367879441171442
2004,1,14,2004,1,14,32.884,131.104,2004-01-14,2004-01-14,0,1,0.367879441171442
2003,12,9,2003,12,9,-23.37,-67.73,2003-12-09,2003-12-09,0,2,0.270670566473225
2003,11,6,2003,11,6,31.44,140.051,2003-11-06,2003-11-06,0,5,0.0336897349954273
2003,11,4,2003,11,4,25.424,141.284,2003-11-04,2003-11-04,0,0,0
2003,10,26,2004,3,28,-4.08,145.037,2004-03-28,2003-10-26,154,4,0.0732625555549367
2003,10,8,2003,10,11,13.257,123.685,2003-10-11,2003-10-08,3,0,0
2003,9,22,2003,12,12,11.985,-86.165,2003-12-12,2003-09-22,81,1,0.367879441171442
2003,9,12,2003,9,12,1.358,124.792,2003-09-12,2003-09-12,0,1,0.367879441171442
2003,8,29,2003,9,15,-36.868,-71.378,2003-09-15,2003-08-29,17,0,0
2003,7,31,2003,10,2,0.8,127.33,2003-10-02,2003-07-31,63,4,0.0732625555549367
2003,7,30,2003,7,31,-15.787,-71.857,2003-07-31,2003-07-30,1,1,0.367879441171442
2003,7,26,2003,8,1,55.972,160.595,2003-08-01,2003-07-26,6,1,0.367879441171442
2003,7,16,2003,7,16,-7.2,109.879,2003-07-16,2003-07-16,0,1,0.367879441171442
2003,7,10,2003,7,14,32.884,131.104,2003-07-14,2003-07-10,4,1,0.367879441171442
2003,7,2,2010,3,16,14.601,144.775,2010-03-16,2003-07-02,2449,1,0.367879441171442
2003,6,26,2003,7,29,-8.365,122.833,2003-07-29,2003-06-26,33,0,0
2003,6,17,2004,6,13,12.702,-87.004,2004-06-13,2003-06-17,362,2,0.270670566473225
2003,6,9,2004,6,14,-53.106,73.513,2004-06-14,2003-06-09,371,0,0
2003,6,8,2003,6,16,-16.507,168.346,2003-06-16,2003-06-08,8,3,0.149361205103592
2003,5,31,2003,10,15,10.73,-103.58,2003-10-15,2003-05-31,137,0,0
2003,5,30,2004,1,10,-21.244,55.708,2004-01-10,2003-05-30,225,0,0
2003,5,30,2003,9,1,-8.542,122.775,2003-09-01,2003-05-30,94,0,0
2003,5,23,2004,3,25,-39.42,-71.93,2004-03-25,2003-05-23,307,0,0
2003,5,17,2003,5,23,-4.08,145.037,2003-05-23,2003-05-17,6,1,0.367879441171442
2003,5,10,2003,7,12,16.35,145.67,2003-07-12,2003-05-10,63,1,0.367879441171442
2003,4,17,2003,7,3,50.324,155.461,2003-07-03,2003-04-17,77,3,0.149361205103592
2003,4,17,2003,4,17,-0.171,-78.598,2003-04-17,2003-04-17,0,0,0
2003,4,14,2003,10,10,-5.05,151.33,2003-10-10,2003-04-14,179,15,4.58853480752739e-06
2003,4,10,2004,9,16,-25.887,-177.188,2004-09-16,2003-04-10,525,1,0.367879441171442
2003,4,9,2003,4,16,-38.692,-71.729,2003-04-16,2003-04-09,7,0,0
2003,3,17,2003,5,14,13.257,123.685,2003-05-14,2003-03-17,58,0,0
2003,3,10,2003,3,10,25.424,141.284,2003-03-10,2003-03-10,0,0,0
2003,3,8,2003,11,9,37.748,14.999,2003-11-09,2003-03-08,246,0,0
2003,3,7,2003,7,23,10.412,123.132,2003-07-23,2003-03-07,138,0,0
2003,2,16,2003,10,16,30.793,130.305,2003-10-16,2003-02-16,242,1,0.367879441171442
2003,2,6,2003,4,18,36.406,138.523,2003-04-18,2003-02-06,71,0,0
2002,12,25,2002,12,28,55.972,160.595,2002-12-28,2002-12-25,3,0,0
2002,12,23,2003,4,1,1.358,124.792,2003-04-01,2002-12-23,99,1,0.367879441171442
2002,12,19,2003,3,11,24.285,141.481,2003-03-11,2002-12-19,82,1,0.367879441171442
2002,11,28,2002,11,28,10.412,123.132,2002-11-28,2002-11-28,0,0,0
2002,11,24,2004,4,8,56.056,160.642,2004-04-08,2002-11-24,501,0,0
2002,11,16,2002,12,3,-21.244,55.708,2002-12-03,2002-11-16,17,0,0
2002,11,11,2002,12,19,-7.32,107.73,2002-12-19,2002-11-11,38,0,0
2002,11,3,2003,1,10,-0.077,-77.656,2003-01-10,2002-11-03,68,0,0
2002,11,1,2002,11,24,-25.887,-177.188,2002-11-24,2002-11-01,23,1,0.367879441171442
2002,10,26,2003,1,28,37.748,14.999,2003-01-28,2002-10-26,94,0,0
2002,10,26,2002,10,27,-23.37,-67.73,2002-10-27,2002-10-26,1,2,0.270670566473225
2002,10,12,2002,10,12,-8.542,122.775,2002-10-12,2002-10-12,0,0,0
2002,10,11,2002,10,11,13.257,123.685,2002-10-11,2002-10-11,0,0,0
2002,10,11,2002,12,7,-0.171,-78.598,2002-12-07,2002-10-11,57,0,0
2002,10,6,2004,2,17,-4.271,152.203,2004-02-17,2002-10-06,499,17,7.03789412193478e-07
2002,9,25,2002,9,29,2.3,125.37,2002-09-29,2002-09-25,4,0,0
2002,9,24,2003,3,23,56.17,-159.38,2003-03-23,2002-09-24,180,1,0.367879441171442
2002,9,4,2002,9,4,31.44,140.051,2002-09-04,2002-09-04,0,5,0.0336897349954273
2002,8,22,2002,11,3,-5.05,151.33,2002-11-03,2002-08-22,73,17,7.03789412193478e-07
2002,8,12,2002,8,20,30.484,140.303,2002-08-20,2002-08-12,8,0,0
2002,8,3,2003,3,26,-5.576,150.516,2003-03-26,2002-08-03,235,9,0.00111068823678012
2002,8,2,2002,8,2,-5.519,148.115,2002-08-02,2002-08-02,0,8,0.00268370102322009
2002,8,1,2002,8,2,62.006,-144.017,2002-08-02,2002-08-01,1,0,0
2002,7,29,2002,8,15,-8.058,114.242,2002-08-15,2002-07-29,17,1,0.367879441171442
2002,7,25,2002,9,16,-1.408,29.2,2002-09-16,2002-07-25,53,0,0
2002,7,16,2002,9,16,64.633,-17.516,2002-09-16,2002-07-16,62,0,0
2002,6,16,2002,8,25,-8.119,114.056,2002-08-25,2002-06-16,70,1,0.367879441171442
2002,6,7,2002,6,7,1.22,-77.37,2002-06-07,2002-06-07,0,0,0
2002,5,30,2002,6,17,14.382,-90.601,2002-06-17,2002-05-30,18,4,0.0732625555549367
2002,5,29,2002,12,16,12.702,-87.004,2002-12-16,2002-05-29,201,2,0.270670566473225
2002,5,25,2003,4,9,-5.525,148.42,2003-04-09,2002-05-25,319,6,0.0148725130599982
2002,5,24,2002,5,24,-25.887,-177.188,2002-05-24,2002-05-24,0,1,0.367879441171442
2002,5,17,2020,4,16,-1.52,29.25,2020-04-16,2002-05-17,6544,0,0
2002,5,11,2002,7,16,30.793,130.305,2002-07-16,2002-05-11,66,2,0.270670566473225
2002,4,16,2002,4,16,-0.171,-78.598,2002-04-16,2002-04-16,0,0,0
2002,4,9,2002,6,9,56.056,160.642,2002-06-09,2002-04-09,61,0,0
2002,3,16,2002,3,16,-16.68,168.37,2002-03-16,2002-03-16,0,7,0.00638317375888161
2002,2,28,2002,2,28,25.424,141.284,2002-02-28,2002-02-28,0,0,0
2002,2,9,2002,5,16,1.358,124.792,2002-05-16,2002-02-09,96,0,0
2002,1,25,2002,4,22,50.324,155.461,2002-04-22,2002-01-25,87,1,0.367879441171442
2002,1,17,2002,2,3,-1.52,29.25,2002-02-03,2002-01-17,17,0,0
2002,1,16,2002,1,16,13.434,-88.269,2002-01-16,2002-01-16,0,16,1.80056279550815e-06
2002,1,13,2002,5,21,-4.08,145.037,2002-05-21,2002-01-13,128,3,0.149361205103592
2002,1,5,2002,1,16,-21.244,55.708,2002-01-16,2002-01-05,11,0,0
2002,1,4,2020,4,17,14.473,-90.88,2020-04-17,2002-01-04,6678,5,0.0336897349954273
2001,12,16,2002,10,30,37.748,14.999,2002-10-30,2001-12-16,318,0,0
2001,12,10,2002,1,6,55.972,160.595,2002-01-06,2001-12-10,27,0,0
2001,12,4,2001,12,6,12.3,-61.64,2001-12-06,2001-12-04,2,0,0
2001,11,26,2001,11,26,-0.171,-78.598,2001-11-26,2001-11-26,0,0,0
2001,11,24,2002,3,16,-32.958,-5.22,2002-03-16,2001-11-24,112,0,0
2001,11,15,2016,4,1,54.049,159.443,2016-04-01,2001-11-15,5251,0,0
2001,10,31,2002,2,28,31.44,140.051,2002-02-28,2001-10-31,120,5,0.0336897349954273
2001,10,31,2001,10,31,14.382,-90.601,2001-10-31,2001-10-31,0,4,0.0732625555549367
2001,10,30,2001,10,30,24.417,141.417,2001-10-30,2001-10-30,0,0,0
2001,10,30,2002,6,19,24.285,141.481,2002-06-19,2001-10-30,232,1,0.367879441171442
2001,10,29,2001,10,29,25.424,141.284,2001-10-29,2001-10-29,0,0,0
2001,10,5,2001,10,5,53.256,158.836,2001-10-05,2001-10-05,0,1,0.367879441171442
2001,10,1,2007,9,20,-58.445,-26.374,2007-09-20,2001-10-01,2180,2,0.270670566473225
2001,9,27,2001,9,28,-18.325,-174.365,2001-09-28,2001-09-27,1,4,0.0732625555549367
2001,9,25,2001,11,15,-0.979,100.681,2001-11-15,2001-09-25,51,0,0
2001,9,21,2001,10,23,24.751,141.289,2001-10-23,2001-09-21,32,0,0
2001,8,28,2001,8,28,-5.05,151.33,2001-08-28,2001-08-28,0,16,1.80056279550815e-06
2001,7,23,2001,8,10,55.972,160.595,2001-08-10,2001-07-23,18,0,0
2001,7,21,2001,9,17,-6.102,105.423,2001-09-17,2001-07-21,58,5,0.0336897349954273
2001,7,17,2001,8,9,37.748,14.999,2001-08-09,2001-07-17,23,0,0
2001,6,14,2001,6,25,-4.08,145.037,2001-06-25,2001-06-14,11,3,0.149361205103592
2001,6,11,2001,7,7,-21.244,55.708,2001-07-07,2001-06-11,26,0,0
2001,6,8,2001,6,19,-16.507,168.346,2001-06-19,2001-06-08,11,8,0.00268370102322009
2001,5,28,2001,10,3,1.488,127.63,2001-10-03,2001-05-28,128,3,0.149361205103592
2001,5,17,2001,7,5,-23.37,-67.73,2001-07-05,2001-05-17,49,1,0.367879441171442
2001,5,12,2002,8,27,-1.697,101.264,2002-08-27,2001-05-12,472,0,0
2001,5,11,2001,12,9,12.702,-87.004,2001-12-09,2001-05-11,212,2,0.270670566473225
2001,4,24,2001,4,25,20.42,145.03,2001-04-25,2001-04-24,1,0,0
2001,4,23,2001,4,25,11.985,-86.165,2001-04-25,2001-04-23,2,1,0.367879441171442
2001,4,13,2001,6,5,-0.38,100.474,2001-06-05,2001-04-13,53,0,0
2001,3,27,2001,4,4,-21.244,55.708,2001-04-04,2001-03-27,8,0,0
2001,2,19,2001,2,19,-37.52,177.18,2001-02-19,2001-02-19,0,1,0.367879441171442
2001,2,6,2001,4,5,-1.408,29.2,2001-04-05,2001-02-06,58,0,0
2001,2,2,2001,4,15,52.825,-169.944,2001-04-15,2001-02-02,72,4,0.0732625555549367
2001,1,17,2001,12,19,12.606,-86.84,2001-12-19,2001-01-17,336,0,0
2001,1,16,2001,5,3,-5.05,151.33,2001-05-03,2001-01-16,107,17,7.03789412193478e-07
2001,1,11,2001,3,16,-8.73,120.98,2001-03-16,2001-01-11,64,5,0.0336897349954273
2001,1,11,2002,11,24,34.094,139.526,2002-11-24,2001-01-11,682,14,1.164140206745e-05
2001,1,8,2001,8,8,13.257,123.685,2001-08-08,2001-01-08,212,0,0
2000,12,25,2000,12,26,4.903,96.289,2000-12-26,2000-12-25,1,2,0.270670566473225
2000,12,19,2004,7,5,29.638,129.714,2004-07-05,2000-12-19,1294,2,0.270670566473225
2000,11,29,2001,1,15,-7.942,112.95,2001-01-15,2000-11-29,47,1,0.367879441171442
2000,10,30,2000,10,30,31.44,140.051,2000-10-30,2000-10-30,0,1,0.367879441171442
2000,10,30,2000,10,30,25.424,141.284,2000-10-30,2000-10-30,0,2,0.270670566473225
2000,10,16,2001,12,16,30.793,130.305,2001-12-16,2000-10-16,426,3,0.149361205103592
2000,9,28,2000,11,1,-5.05,151.33,2000-11-01,2000-09-28,34,10,0.000453999297624849
2000,9,4,2000,11,8,42.063,140.677,2000-11-08,2000-09-04,65,0,0
2000,9,1,2000,9,10,-8.058,114.242,2000-09-10,2000-09-01,9,0,0
2000,8,22,2000,8,27,-3.522,102.615,2000-08-27,2000-08-22,5,2,0.270670566473225
2000,8,16,2001,7,5,14.382,-90.601,2001-07-05,2000-08-16,323,10,0.000453999297624849
2000,7,28,2000,9,22,56.056,160.642,2000-09-22,2000-07-28,56,0,0
2000,7,26,2001,6,13,24.285,141.481,2001-06-13,2000-07-26,322,3,0.149361205103592
2000,7,20,2001,1,18,-23.37,-67.73,2001-01-18,2000-07-20,182,0,0
2000,7,18,2000,11,4,55.972,160.595,2000-11-04,2000-07-18,109,0,0
2000,7,16,2000,10,16,-7.242,109.208,2000-10-16,2000-07-16,92,0,0
2000,7,16,2000,8,31,13.257,123.685,2000-08-31,2000-07-16,46,0,0
2000,7,9,2000,7,9,-8.119,114.056,2000-07-09,2000-07-09,0,0,0
2000,7,1,2000,10,18,-37.856,-71.183,2000-10-18,2000-07-01,109,1,0.367879441171442
2000,6,30,2000,6,30,52.449,158.196,2000-06-30,2000-06-30,0,5,0.0336897349954273
2000,6,27,2000,9,28,34.094,139.526,2000-09-28,2000-06-27,93,1,0.367879441171442
2000,6,23,2000,11,13,-21.244,55.708,2000-11-13,2000-06-23,143,0,0
2000,6,3,2000,6,4,-4.08,145.037,2000-06-04,2000-06-03,1,4,0.0732625555549367
2000,5,29,2000,10,30,-6.102,105.423,2000-10-30,2000-05-29,154,4,0.0732625555549367
2000,5,28,2000,9,15,4.203,9.17,2000-09-15,2000-05-28,110,0,0
2000,5,13,2003,9,4,1.112,124.737,2003-09-04,2000-05-13,1209,1,0.367879441171442
2000,5,13,2013,11,16,-57.8,-26.483,2013-11-16,2000-05-13,4935,4,0.0732625555549367
2000,5,10,2001,8,18,1.358,124.792,2001-08-18,2000-05-10,465,1,0.367879441171442
2000,4,16,2000,10,29,-15.787,-71.857,2000-10-29,2000-04-16,196,2,0.270670566473225
2000,3,31,2001,9,15,42.544,140.839,2001-09-15,2000-03-31,533,0,0
2000,3,21,2000,5,18,1.22,-77.37,2000-05-18,2000-03-21,58,0,0
2000,3,17,2000,3,17,52.449,158.196,2000-03-17,2000-03-17,0,4,0.0732625555549367
2000,3,14,2000,3,26,55.972,160.595,2000-03-26,2000-03-14,12,0,0
2000,3,11,2000,4,3,-0.38,100.474,2000-04-03,2000-03-11,23,0,0
2000,3,7,2001,2,16,-53.106,73.513,2001-02-16,2000-03-07,346,0,0
2000,3,7,2000,9,5,-37.52,177.18,2000-09-05,2000-03-07,182,1,0.367879441171442
2000,2,29,2001,5,8,-10.386,165.804,2001-05-08,2000-02-29,434,7,0.00638317375888161
2000,2,28,2020,4,17,-6.137,155.196,2020-04-17,2000-02-28,7354,10,0.000453999297624849
2000,2,26,2000,3,8,63.983,-19.666,2000-03-08,2000-02-26,11,0,0
2000,2,24,2000,2,24,29.638,129.714,2000-02-24,2000-02-24,0,0,0
2000,2,14,2000,3,4,-21.244,55.708,2000-03-04,2000-02-14,19,0,0
2000,2,3,2000,2,8,56.056,160.642,2000-02-08,2000-02-03,5,0,0
2000,1,27,2000,2,10,-1.408,29.2,2000-02-10,2000-01-27,14,0,0
2000,1,25,2000,1,26,25.424,141.284,2000-01-26,2000-01-25,1,2,0.270670566473225
2000,1,16,2000,3,16,30.793,130.305,2000-03-16,2000-01-16,60,1,0.367879441171442
1999,12,27,1999,12,29,11.538,-85.622,1999-12-29,1999-12-27,2,3,0.149361205103592
1999,11,22,2000,3,2,11.985,-86.165,2000-03-02,1999-11-22,101,4,0.0732625555549367
1999,11,16,2003,8,16,-8.991,157.979,2003-08-16,1999-11-16,1369,3,0.149361205103592
1999,10,20,1999,10,20,-5.05,151.33,1999-10-20,1999-10-20,0,8,0.00268370102322009
1999,10,7,1999,10,13,45.389,148.838,1999-10-13,1999-10-07,6,2,0.270670566473225
1999,10,5,2009,7,8,-1.467,-78.442,2009-07-08,1999-10-05,3564,1,0.367879441171442
1999,9,25,2000,2,4,54.756,-163.97,2000-02-04,1999-09-25,132,1,0.367879441171442
1999,9,10,1999,9,10,24.751,141.289,1999-09-10,1999-09-10,0,2,0.270670566473225
1999,9,8,2000,2,18,24.285,141.481,2000-02-18,1999-09-08,163,3,0.149361205103592
1999,9,7,1999,9,16,25.424,141.284,1999-09-16,1999-09-07,9,2,0.270670566473225
1999,8,15,2020,4,17,56.653,161.36,2020-04-17,1999-08-15,7551,0,0
1999,8,5,1999,8,7,12.506,-86.702,1999-08-07,1999-08-05,2,2,0.270670566473225
1999,7,19,1999,10,23,-21.244,55.708,1999-10-23,1999-07-19,96,0,0
1999,7,17,1999,8,15,63.633,-19.083,1999-08-15,1999-07-17,29,0,0
1999,6,28,1999,6,28,-8.058,114.242,1999-06-28,1999-06-28,0,0,0
1999,6,22,2000,3,19,13.257,123.685,2000-03-19,1999-06-22,271,0,0
1999,6,15,1999,6,30,29.638,129.714,1999-06-30,1999-06-15,15,1,0.367879441171442
1999,6,6,1999,6,11,-25.887,-177.188,1999-06-11,1999-06-06,5,3,0.149361205103592
1999,5,22,1999,9,16,-8.53,123.57,1999-09-16,1999-05-22,117,1,0.367879441171442
1999,5,21,2000,12,9,14.473,-90.88,2000-12-09,1999-05-21,568,7,0.00638317375888161
1999,5,21,2000,9,6,12.606,-86.84,2000-09-06,1999-05-21,474,1,0.367879441171442
1999,5,14,1999,5,14,62.006,-144.017,1999-05-14,1999-05-14,0,0,0
1999,5,1,1999,9,16,-7.242,109.208,1999-09-16,1999-05-01,138,0,0
1999,5,1,2000,6,16,12.702,-87.004,2000-06-16,1999-05-01,412,2,0.270670566473225
1999,4,16,1999,9,16,-0.38,100.474,1999-09-16,1999-04-16,153,0,0
1999,4,5,1999,4,15,85.608,85.25,1999-04-15,1999-04-05,10,5,0.0336897349954273
1999,4,3,1999,4,12,56.653,161.36,1999-04-12,1999-04-03,9,0,0
1999,3,31,1999,7,1,-8.542,122.775,1999-07-01,1999-03-31,92,1,0.367879441171442
1999,3,28,1999,4,17,4.203,9.17,1999-04-17,1999-03-28,20,0,0
1999,3,16,1999,9,16,-1.697,101.264,1999-09-16,1999-03-16,184,0,0
1999,3,16,2003,10,28,2.781,125.407,2003-10-28,1999-03-16,1687,2,0.270670566473225
1999,3,15,2000,6,16,-8.242,115.375,2000-06-16,1999-03-15,459,0,0
1999,3,13,1999,5,27,54.756,-163.97,1999-05-27,1999-03-13,75,1,0.367879441171442
1999,3,9,1999,4,30,4.903,96.289,1999-04-30,1999-03-09,52,2,0.270670566473225
1999,2,25,1999,2,25,55.972,160.595,1999-02-25,1999-02-25,0,0,0
1999,2,16,1999,5,16,-8.991,157.979,1999-05-16,1999-02-16,89,6,0.0148725130599982
1999,2,5,1999,8,16,-6.102,105.423,1999-08-16,1999-02-05,192,2,0.270670566473225
1999,2,5,1999,7,12,56.056,160.642,1999-07-12,1999-02-05,157,0,0
1999,1,19,1999,1,19,-57.8,-26.483,1999-01-19,1999-01-19,0,3,0.149361205103592
1999,1,8,1999,1,14,-20.852,-175.55,1999-01-14,1999-01-08,6,2,0.270670566473225
1999,1,5,1999,2,24,29.638,129.714,1999-02-24,1999-01-05,50,2,0.270670566473225
1998,12,18,1999,9,16,1.488,127.63,1999-09-16,1998-12-18,272,0,0
1998,12,18,1998,12,28,64.416,-17.316,1998-12-28,1998-12-18,10,1,0.367879441171442
1998,11,25,2000,3,16,38.73,-27.32,2000-03-16,1998-11-25,477,1,0.367879441171442
1998,11,18,1998,11,21,-35.223,-70.568,1998-11-21,1998-11-18,3,0,0
1998,11,9,1998,11,9,43.384,144.013,1998-11-09,1998-11-09,0,1,0.367879441171442
1998,11,4,1998,11,4,54.756,-163.97,1998-11-04,1998-11-04,0,1,0.367879441171442
1998,10,27,1998,10,27,25.424,141.284,1998-10-27,1998-10-27,0,2,0.270670566473225
1998,10,27,1999,1,13,31.44,140.051,1999-01-13,1998-10-27,78,2,0.270670566473225
1998,10,25,1998,10,25,42.063,140.677,1998-10-25,1998-10-25,0,0,0
1998,10,17,1998,10,25,-1.408,29.2,1998-10-25,1998-10-17,8,0,0
1998,10,16,1999,1,12,24.285,141.481,1999-01-12,1998-10-16,88,3,0.149361205103592
1998,9,15,1998,10,21,-0.92,-91.408,1998-10-21,1998-09-15,36,0,0
1998,9,14,1998,9,14,11.985,-86.165,1998-09-14,1998-09-14,0,8,0.00268370102322009
1998,8,22,1999,8,16,-37.52,177.18,1999-08-16,1998-08-22,359,0,0
1998,8,13,1998,8,13,57.135,-156.99,1998-08-13,1998-08-13,0,0,0
1998,8,7,2001,5,25,-0.171,-78.598,2001-05-25,1998-08-07,1022,1,0.367879441171442
1998,7,23,1998,9,2,56.056,160.642,1998-09-02,1998-07-23,41,0,0
1998,7,16,2000,4,25,-16.507,168.346,2000-04-25,1998-07-16,649,1,0.367879441171442
1998,7,4,1998,7,4,-1.697,101.264,1998-07-04,1998-07-04,0,1,0.367879441171442
1998,6,20,1998,6,22,55.972,160.595,1998-06-22,1998-06-20,2,0,0
1998,5,30,1998,9,3,56.653,161.36,1998-09-03,1998-05-30,96,0,0
1998,5,21,1998,5,21,25.424,141.284,1998-05-21,1998-05-21,0,2,0.270670566473225
1998,5,8,1998,7,8,52.381,-174.166,1998-07-08,1998-05-08,61,2,0.270670566473225
1998,4,25,1999,8,16,30.793,130.305,1999-08-16,1998-04-25,478,2,0.270670566473225
1998,4,19,1998,4,26,4.903,96.289,1998-04-26,1998-04-19,7,1,0.367879441171442
1998,4,3,1998,4,23,-38.692,-71.729,1998-04-23,1998-04-03,20,0,0
1998,3,28,1998,3,29,-37.52,177.18,1998-03-29,1998-03-28,1,0,0
1998,3,9,1998,9,20,-21.244,55.708,1998-09-20,1998-03-09,195,0,0
1998,2,24,2002,6,16,-39.42,-71.93,2002-06-16,1998-02-24,1573,0,0
1998,2,15,1998,9,16,10.83,-85.324,1998-09-16,1998-02-15,213,2,0.270670566473225
1998,1,25,1998,2,5,45.95,-130,1998-02-05,1998-01-25,11,0,0
1997,12,15,1998,2,4,-25.887,-177.188,1998-02-04,1997-12-15,51,4,0.0732625555549367
1997,12,5,1997,12,6,55.972,160.595,1997-12-06,1997-12-05,1,0,0
1997,11,22,2011,6,21,19.514,-103.62,2011-06-21,1997-11-22,4959,2,0.270670566473225
1997,11,21,1997,11,21,31.44,140.051,1997-11-21,1997-11-21,0,2,0.270670566473225
1997,11,18,1998,5,21,24.285,141.481,1998-05-21,1997-11-18,184,0,0
1997,10,29,1997,12,10,36.921,138.036,1997-12-10,1997-10-29,42,0,0
1997,10,9,1997,10,18,-39.28,175.57,1997-10-18,1997-10-09,9,0,0
1997,9,7,1997,9,26,56.056,160.642,1997-09-26,1997-09-07,19,0,0
1997,8,23,1997,8,23,50.861,155.565,1997-08-23,1997-08-23,0,0,0
1997,8,16,1997,8,16,39.964,140.757,1997-08-16,1997-08-16,0,0,0
1997,7,15,1997,7,15,15.307,-61.305,1997-07-15,1997-07-15,0,1,0.367879441171442
1997,7,2,1999,7,2,-8.2,119.07,1999-07-02,1997-07-02,730,0,0
1997,6,27,1997,7,16,38.23,-26.63,1997-07-16,1997-06-27,19,1,0.367879441171442
1997,6,3,1997,11,17,11.985,-86.165,1997-11-17,1997-06-03,167,7,0.00638317375888161
